order_id,customer_name,customer_dob,customer_gender,order_date,order_cost
#8659,MARCIA sMiTH,1983/10/13,F,2020/03/21,66.37
4033,MICHELLE DAVIS,1974-04-04,M,2023-06-24,77.66
5337,rOberT RAY,2000-02-04,M,2023-04-01,45.31
6036,Amanda RAY,1980-12-02,F,2020-06-22,120.19
5284,brUNA sChmidt,2002-05-10,M,2022/12/09,142.29
#6066,DAVID ROSS,2002/03/05,M,2021/10/09,148.94
1022,JANE SCHMIDT,1976/08/04,M,2023-05-19,164.05
#2045,jerry davis,1971/04/01,FEMALE,2020/10/30,82.82
#1500,JOHN Hall,1992-12-25,F,2023-05-08,83.86
3461,derek nguyen,1986-12-19,MALE,2020/07/23,142.97
5783,peter davis,2004/04/09,M,2022/12/07,139.15
8359,CLARA YOUNG,2001/05/03,MALE,2021-04-25,62.71
6847,SAMaNtHA JohnSon,1972-12-17,MALE,2023-10-02,106.78
#4614,joshua green,2000-01-11,FEMALE,2020/08/02,98.13
#8588,aMaNda SMItH,1983/07/10,M,2023-07-27,10.39
#7727,arthur lee,1975-08-19,M,2021-12-10,78.75
2922,KAREN KIM,1994-10-17,FEMALE,2020/11/16,67.72
5266,peter white,1975/03/09,F,2023-03-26,197.48
2633,melissA wHITe,1999/04/25,MALE,2023-11-23,171.91
#1154,amanda martins,2005-01-08,MALE,2023/06/13,29.70
7373,brunA ross,2002-12-30,F,2022-05-08,11.02
8788,JeRry BLACk,2001/09/21,MALE,2022-08-15,47.58
#3868,JOHN PEREIRA,1980-12-15,F,2021-01-09,118.37
#4384,JOHN CLARK,1991/06/08,FEMALE,2021/05/10,58.30
8328,ClarA maRtINS,1980-08-21,MALE,2022/09/05,19.69
1412,JOshuA bAKeR,1990/01/26,MALE,2021/12/06,193.97
7417,renan taylor,1988/06/18,MALE,2020/06/30,38.23
#1877,JOSHUA THOMAS,1984/07/18,M,2022-09-26,50.69
#6333,jULIa pErEirA,1990/08/18,FEMALE,2022/07/18,67.21
1118,roBERt Kim,2000-05-03,F,2023-11-12,174.49
#10980,DAVID PEREZ,1970-05-14,FEMALE,2023/03/13,12.66
#7470,RObert PERez,1999/01/16,M,2021-06-22,170.71
9148,emily clark,1974/07/14,F,2023-03-09,192.31
#10394,sARAh lEE,1988-10-16,F,2022-11-04,110.46
#7345,rENAn black,2000/08/19,FEMALE,2023-04-28,86.37
#9492,anna taylor,1984-07-28,F,2023/10/23,135.99
3128,MONICA SMITH,2004-07-26,MALE,2020-04-19,84.70
6035,JOHN ROCHA,1974-03-03,MALE,2022-01-20,31.73
#3360,bruna price,1980-01-06,M,2022-06-23,56.69
6957,daVid JOhnson,1997/09/20,F,2020-12-03,62.22
#1860,AMANDA BROWN,1976/09/13,F,2021-06-08,24.44
#5490,MIKE WHITE,1973/09/21,F,2022-05-05,194.56
#9479,philip baker,1981/01/17,F,2020/12/28,199.28
6348,jason wilson,1971/10/11,FEMALE,2020/09/02,132.25
#1279,ARthUr HugHES,1993/06/12,FEMALE,2022/07/13,153.18
5100,JASON BLACK,1996-12-02,MALE,2023/03/30,140.42
#3803,DIANA DOE,1984/06/14,FEMALE,2021/09/16,141.63
1879,jOShua hugHEs,2002-05-09,MALE,2020/09/30,23.52
10257,ROBERT KIM,1999/11/30,M,2021/08/25,183.06
2559,MONICA PEREIRA,1971/11/20,MALE,2020/09/12,55.87
2653,anna clark,1988/10/05,FEMALE,2023/11/14,100.24
#10011,ARTHUR BLACK,1991/05/27,M,2023/12/31,161.18
9086,ClAra yOuNG,1983-06-10,MALE,2021-02-11,171.75
3696,john schmidt,1993-09-07,F,2022/04/23,41.88
4615,JOSHUA CARTER,1972/07/06,M,2022/06/29,132.89
#1482,PETER DAVIS,1974/10/22,MALE,2020-08-15,134.08
9101,lisa cLaRK,1970-12-06,FEMALE,2023/07/25,13.15
#9853,MARCIA JOHNSON,1974/02/01,F,2021/02/25,15.15
9849,ROBERT RAY,1989-06-27,MALE,2023/11/01,12.22
#10452,karen pereira,1974-06-14,F,2020/10/15,39.28
3013,sarah ray,1972/10/29,MALE,2021/01/21,183.59
9526,mELisSa GREeN,1999-12-25,F,2020-04-21,123.47
#9566,mElIssa GREeN,1999/08/13,M,2023-04-04,71.52
#6710,DAVID PEREZ,1999-05-28,MALE,2021/01/27,153.10
2091,PHILIP MARTINS,1976-07-22,FEMALE,2020/01/26,51.76
#8643,DEREk Doe,2001/01/10,M,2020/05/08,162.79
6544,AMANDA JOHNSON,1986-05-31,MALE,2022/03/22,157.99
4489,marcia scott,1984-08-01,FEMALE,2021-02-26,182.02
8703,JASON TAYLOR,2002/08/27,FEMALE,2020-03-20,103.58
#9513,JOHN ROCHA,2005/06/27,F,2020-07-22,157.86
2375,anna taylor,1977-10-26,M,2022/05/15,152.48
3895,mArCia CLArK,2000-07-03,FEMALE,2021/02/04,89.22
8916,MIKE RoCha,1990/07/15,MALE,2021/03/28,28.02
#8978,JACK CARTER,1996-05-29,MALE,2022-07-16,128.09
#5062,MONICA WHITE,1997-11-15,FEMALE,2023/10/30,123.54
5349,jaNE pRICe,1991-08-26,F,2021/10/25,53.93
#1832,peter taylor,1999-08-10,F,2021/10/18,104.43
#8660,samantha doe,1995-10-22,MALE,2020/07/22,39.26
5456,KarEN ThomAS,2005/04/25,MALE,2021/09/29,47.69
9478,JACK WILSON,1991-06-23,MALE,2022/06/21,52.47
6012,monica ray,1991/11/27,MALE,2020-03-04,169.46
#2319,aMaNDA baker,1991/06/20,M,2023/12/02,176.61
4306,david price,1970/04/17,MALE,2023-03-09,19.13
4617,PETER CLARK,2002-01-27,M,2021-08-12,44.18
8372,PHILIP WHITE,1995-02-24,FEMALE,2023/02/28,192.07
#2836,PETER HUGHES,2002-11-28,M,2021-07-25,56.06
6397,marcia clark,1991/03/24,F,2023/12/24,118.63
1722,PHILIP MARTINS,2000/08/12,MALE,2021-12-08,82.87
#4979,JOHN MARTINS,1970-12-04,M,2023-02-06,183.69
3860,SAMANTHA PEREZ,1973-10-29,FEMALE,2021-11-30,18.45
9770,clara kim,1998-03-28,F,2021/07/09,42.23
1704,SamANtHa BAkER,1990/07/28,MALE,2020/08/24,16.82
#9082,MiChEllE BlacK,1998/08/10,F,2022-03-08,125.65
#6026,JERRY NGUYEN,1987/06/29,M,2021-12-06,96.57
1636,SARAH CARTER,2002/12/09,F,2023-12-31,26.91
5218,ROBERT CLARK,1980/10/18,MALE,2021/01/11,172.79
#6309,CLARA PEREIRA,1994/06/06,MALE,2021/11/22,74.71
10107,RENAN HUGHES,1988/03/20,FEMALE,2020/02/21,138.72
5898,kArEN PeReiRa,1989/01/04,M,2023/03/29,133.87
#10879,sarah perez,1981-01-15,MALE,2023-04-30,190.70
#1926,diana perez,1973-08-20,M,2022/08/30,164.18
4298,jane taylor,1996/10/24,M,2021/09/01,124.62
#5370,MELISSA YOUNG,1989/10/03,FEMALE,2022-02-09,70.40
#10676,sarah rocha,1985/10/07,MALE,2023/11/29,28.99
#2997,MELISSA CARTER,2000/07/02,FEMALE,2020/02/18,41.26
7542,LISA NGUYEN,1992/08/09,M,2021-03-16,53.80
7629,JeRry WiLSoN,1978-09-30,F,2022-11-26,17.69
#6955,marcia nguyen,1990-04-11,M,2022/10/27,129.38
8727,saMANthA LEE,1970-12-25,M,2022-12-16,85.63
#8035,LISA BLACK,1973/08/18,F,2022-09-21,37.76
#3043,AnnA pRiCe,1972/04/25,MALE,2021-10-18,132.03
6576,LISA SCOTT,1983/06/07,FEMALE,2021-01-14,107.24
4431,ANna PerEiRA,1984-01-01,F,2023-02-22,40.79
#7816,mike ScOTt,1973/12/15,M,2023/07/23,14.53
#5238,KAREN SMITH,2000/04/15,F,2020/03/06,144.70
#10938,david perez,2000/11/12,MALE,2021-09-21,138.78
4264,philip schmidt,1987-09-06,FEMALE,2021/08/18,12.98
9990,BRUNA LEE,1991-07-28,M,2022/02/15,37.34
8644,ARTHUR SCHMIDT,1998-06-08,F,2022/08/24,63.71
2979,mArCia roSS,2002-04-28,FEMALE,2023-09-22,136.67
#1132,sAmaNtha SMItH,2005/10/27,M,2023/02/05,10.51
#7760,RoBERT GrEEN,1993-06-23,M,2022/01/12,176.13
#9676,amanda perez,1994/05/23,F,2021-02-12,185.37
#4865,john clark,1970/02/18,M,2023/09/01,110.95
#2674,JasOn scOtt,1993-01-20,F,2023/08/08,136.60
7491,sarah davis,1989/12/26,FEMALE,2021-07-05,20.45
#9656,clara taylor,1997/08/23,MALE,2021/06/27,185.31
7422,ROBERT WILSON,1974-04-20,FEMALE,2021/08/18,64.25
#6934,john price,2005/01/17,FEMALE,2020-11-29,143.27
7537,DAVID BROWN,1996-04-25,F,2020-10-06,179.13
4120,ARthUr HUgHES,1994/06/08,MALE,2023/02/24,191.37
9746,derek green,1996-09-19,FEMALE,2022/09/07,27.31
#3888,renan brown,1995/07/14,FEMALE,2023/01/15,147.63
#1316,jerry davis,1971/04/18,MALE,2022-01-13,44.76
#1353,DIANA MARTINS,2005/07/05,M,2020/01/23,186.17
#10222,SARAH CLARK,1971/03/28,MALE,2023/06/26,139.40
3987,DIANA CLARK,2005/12/27,MALE,2020/06/02,59.17
10465,MIKE BAKER,2000-03-24,F,2020/06/15,22.62
#9028,renan nguyen,2001-08-21,MALE,2020/01/13,150.03
#10815,derek schmidt,1995/04/25,MALE,2021/04/25,83.49
1259,jane doe,1970/06/29,F,2020-03-29,77.00
#2500,jaNE taYLor,1972-09-27,F,2023-11-01,100.22
3409,anna white,2005/11/12,F,2020/04/15,17.74
#5778,MIke WILsoN,1985/03/29,MALE,2022/05/01,73.76
9188,jason black,1971-10-05,FEMALE,2023-11-28,170.11
#2450,SamAnTHa baKeR,1982/04/28,FEMALE,2023-08-13,194.84
8950,PHILIP SCHMIDT,1978/02/10,MALE,2022/02/11,26.80
8903,julia hughes,1988/04/16,F,2021-08-10,199.80
#10467,julia johnson,1981-06-23,FEMALE,2023-08-17,73.66
7608,john hall,1981/06/21,M,2023-10-16,138.85
#5646,RenAn ScHMIdt,2001-08-11,MALE,2022/03/18,79.66
#2860,JOSHUA ROSS,1990/05/14,FEMALE,2021/01/04,98.79
#7016,JULIA NGUYEN,1978-03-28,M,2022/01/28,106.28
4590,JASON PEREZ,1983-02-01,M,2023/01/29,163.34
3012,LisA RosS,1997/01/30,MALE,2021/04/17,66.79
#8142,julia carter,1986/10/16,FEMALE,2023-12-19,53.28
2458,diana brown,1972/03/22,M,2020-07-19,42.63
7096,melissa wilson,1972/01/05,FEMALE,2022/11/12,33.06
5020,EMILY TAYLOR,1997-06-01,M,2020-04-29,86.98
#2266,derek taylor,2002/10/03,F,2021/12/10,92.17
#10347,david smith,1986/07/21,FEMALE,2023/04/18,194.90
#2302,saManTha PEREiRA,1996-10-17,MALE,2023/09/15,184.15
#9610,bRuNA sMiTh,1982/05/08,FEMALE,2020/06/05,131.92
#6674,ANNA BLACK,1999-04-08,MALE,2021/07/24,192.93
10091,emily nguyen,1994-07-05,M,2023/06/06,111.68
6716,JOSHUA MARTINS,1986/01/24,F,2022/10/08,91.10
#10067,jack ross,1970/03/18,MALE,2020/09/19,101.24
#9927,michelle brown,1988/09/07,F,2020-02-06,14.07
6671,MIKE BROWN,1982/08/29,MALE,2021-11-10,171.60
9395,DEREK BLACK,2000-08-10,FEMALE,2023-09-27,129.91
#8459,david white,1984-04-27,M,2021-10-20,69.47
6248,derek SCott,1991/10/20,FEMALE,2020-10-07,17.90
#7929,SaRaH LeE,2004/02/10,M,2021/07/01,82.19
#3453,daVid SMITh,2004-10-30,F,2020/04/28,50.54
6114,KAREN GREEN,1987/01/15,F,2022-08-01,22.81
7333,jane price,1974-05-03,M,2020-12-05,93.49
#9228,marcIa WilSoN,1997/02/04,F,2020-12-16,183.00
#3466,emily smith,1986-03-15,FEMALE,2021/08/25,84.83
10070,emIly HUgHes,1991/09/01,M,2020-01-16,191.84
#10236,emily hughes,1980-07-28,FEMALE,2021-07-08,186.62
2476,JANE CARTER,2005-06-17,MALE,2020-08-08,98.01
#6548,lIsA MArtINs,1982-09-30,F,2022-08-27,137.09
2702,melissa young,2005/04/09,F,2021-05-25,55.94
6280,MIKE dOe,1994/08/27,FEMALE,2020/08/22,143.30
#1376,lisa hall,1982/03/03,F,2022/01/15,188.19
#7149,jason ray,1973-09-27,M,2020-10-04,120.10
2892,michelle wilson,1989/10/28,M,2020-10-09,102.76
4151,robert doe,1975/03/27,FEMALE,2023/02/16,106.20
4703,jason perez,1985-11-28,M,2022-05-31,53.43
#10555,ANNA MARTINS,2005/06/19,M,2021-07-14,159.45
9299,aNnA NgUYEn,1971/12/29,M,2020-08-17,119.43
#7527,marcia doe,1987-04-11,FEMALE,2023/06/02,185.33
#2397,MELISSA PEREZ,1973/10/16,M,2023-07-17,120.53
#5299,JOSHUA CLARK,1972/08/01,F,2023/11/24,64.82
#7777,KAREN SMITH,2000-05-11,MALE,2020/06/01,51.85
#7053,BRUNA JOHNSON,1973/08/05,MALE,2022/10/07,64.87
8883,jane schmidt,1984-02-19,FEMALE,2023/07/06,32.60
9000,marcia martins,1992-04-09,MALE,2023-08-11,144.63
#3539,lisa young,1991/01/14,F,2022/07/05,49.26
#8958,LISA BROWN,1985-10-04,M,2020-01-06,155.43
1593,SAMANTHA YOUNG,1970/01/31,M,2020-06-24,117.66
2812,jack ray,1971-05-30,F,2022/01/08,31.86
#6650,kaREN LeE,1996-06-09,MALE,2020-10-03,15.83
8318,jasoN wILsoN,1988-10-13,F,2023/01/13,186.32
#6702,samantha schmidt,2005/07/28,M,2023-02-04,186.03
5581,mike clark,1995/08/31,M,2023-04-18,73.32
10914,DEREK HUGHES,1971-11-17,F,2020-07-22,119.76
#6347,monIcA dAVIs,1994/12/28,M,2020-11-27,17.72
1276,joshua wilson,1986/12/11,MALE,2022/03/16,160.87
#4787,DAVID YOUNG,1978-08-24,FEMALE,2022-06-25,14.56
5059,amanda smith,1976-02-06,FEMALE,2023-10-08,186.40
2164,CLARa ROSs,1998-01-01,MALE,2023/11/20,24.14
3139,mOnICa tAYLOR,1983-02-14,M,2021-12-14,180.72
9279,Mike doE,1994/12/01,FEMALE,2021-07-13,27.79
#10026,jACk bLACK,1990-12-04,FEMALE,2020/01/21,111.73
#6105,julia pereira,2003/09/05,M,2021-10-31,155.97
#3365,MELISSA PRICE,1988/10/31,M,2020/05/03,161.83
#3337,DIANA SMITH,1991-06-06,M,2021-04-25,154.07
7103,anna schmidt,1973-06-18,MALE,2021/11/20,55.37
#1703,mike perez,1977-06-04,MALE,2023-09-05,114.08
2210,jerrY GREen,1970/05/21,MALE,2023-04-26,32.44
#9826,john hughes,1998/09/22,FEMALE,2022-09-23,152.79
#6720,DErek PRICe,1977/06/28,MALE,2020/10/04,101.55
#1657,philip hughes,1996-11-27,F,2022-10-15,84.63
#6159,robert white,1976-11-21,F,2023/06/26,171.66
#2249,monica price,1971-09-13,M,2023/05/01,89.04
10270,MARCIA KIM,1973/03/31,FEMALE,2020/05/10,41.17
#4586,jerry hall,1970-12-05,FEMALE,2023-10-23,145.87
1527,samantha green,1997-11-19,M,2021/11/14,53.94
#10502,RENAN THOMAS,1977/11/07,F,2021/01/15,88.48
#8939,MARCIA PEREZ,2004-02-14,M,2020/05/09,105.01
#2463,JASON KIM,1971/11/05,MALE,2022-12-24,90.58
#4644,jOhn hUGHES,1989/03/09,FEMALE,2020-09-29,165.17
#8872,MONICA YOUNG,1993-10-26,FEMALE,2020/10/12,123.12
#7177,renan black,1992-02-11,MALE,2020/01/01,177.53
#9153,robert wilson,1993/07/29,FEMALE,2021/10/13,195.90
#7566,reNAN nguyEn,1975-12-05,M,2021/11/02,163.32
#9882,jack brown,1986-01-16,M,2021/01/15,40.63
#8654,PHILIp thomas,1997/11/14,M,2023-01-31,50.94
4100,lisa davis,1982/06/29,FEMALE,2022/09/17,62.02
3971,JOHN KIM,1990-10-20,FEMALE,2022-07-12,144.80
8994,mike BRowN,1974-05-07,M,2020/08/02,97.21
8687,MELIsSA tHOmas,1993/07/06,FEMALE,2020-02-14,146.60
2589,arthUR ROSS,1981/11/22,FEMALE,2023/02/26,196.21
6885,eMilY WHIte,1984/02/07,MALE,2021-05-18,49.96
7180,diana white,1974-07-05,M,2023/05/14,181.08
7777,sarah wilson,1992/03/29,MALE,2022-03-14,63.03
4246,MIKE CLARK,1983-02-09,FEMALE,2022-07-29,72.52
8878,PHILIP SCHMIDT,1991-03-18,M,2022/02/22,95.34
3605,DIANA WILSON,1986/08/12,F,2021-11-20,143.55
#1146,mike schmidt,1973/08/30,M,2020-12-26,99.63
#3435,jeRry Young,1974-04-15,M,2022-01-23,154.10
#10798,mArcIA Ray,1977-04-03,F,2020/11/03,104.93
2199,JeRrY rAY,1971-07-10,F,2021-08-13,60.78
4053,DAVID PEREIRA,1974-05-19,MALE,2021/12/01,113.74
#3083,lisa rocha,1981/01/20,MALE,2021/09/18,183.87
1811,arthUR DOE,1992/04/01,FEMALE,2020-07-29,24.97
7291,melissa martins,1979/08/28,F,2023/12/02,89.50
6211,jack huGhES,1995-05-24,MALE,2020-03-16,189.50
#10929,arthUR GreeN,1998-05-22,M,2022/06/17,57.12
8337,PHilip BrOwN,1976-05-18,FEMALE,2023-06-21,79.71
#6856,JERRY JOHNSON,1990/09/23,MALE,2021-06-06,133.55
8006,sarah green,1974/11/06,FEMALE,2021-06-01,140.71
4733,sAraH ngUyEn,1995/06/12,FEMALE,2022-12-01,53.09
3875,clara taylor,1972/06/07,FEMALE,2021/12/20,75.45
#6780,lisa lee,1975-12-23,FEMALE,2022/01/28,166.24
#1126,sAMaNTha WHITE,1979-04-20,MALE,2021/07/12,134.71
7148,jACK Wilson,1994/05/03,MALE,2020/09/08,170.37
3870,monica scott,1986/09/07,FEMALE,2022/02/01,155.96
4010,marcia hall,1973-12-16,F,2020-04-22,178.23
#3430,ANNA TAYLOR,2000-03-17,M,2020-07-25,199.55
1029,joHn lEE,1971/12/13,MALE,2021-02-27,119.18
6823,BRUNA RAY,1978/05/02,M,2020-04-01,26.58
#2240,DIANA cartER,1977-01-26,MALE,2020/03/22,30.59
#4755,LISA PRICE,1998-03-11,F,2023-05-26,10.27
5730,emily taylor,1982/03/15,F,2022-06-20,101.51
#2160,MELISSA NGUYEN,1977-07-11,F,2022/01/15,78.39
#1510,SarAH rOcHa,1997-09-28,F,2023-07-05,76.39
#3005,AMANDA PEREIRA,1994/10/16,FEMALE,2021/02/18,105.19
5351,aRtHUr thOMas,1974-04-14,FEMALE,2023-04-18,191.35
9392,jack brown,1979/12/23,F,2023/04/20,197.01
#7616,john perez,1980-07-11,MALE,2020/08/02,95.93
#6375,dIana yoUnG,1971/08/24,F,2021/04/11,20.09
#1998,joshua kim,1983-08-09,MALE,2021/06/23,86.48
7573,john thomas,1991/07/07,MALE,2021-12-15,184.77
4355,ROBERT CARTER,1984/03/03,M,2023/08/15,187.05
7445,anna thomas,1980/05/09,FEMALE,2021/06/20,30.38
7401,samantha lee,1996/06/30,M,2022-07-08,102.08
9969,LISA ROSS,1986-10-22,F,2020-07-15,94.30
#6815,MeliSsa BLACk,1977/10/16,F,2021/01/16,56.93
1325,PHILIP SMITH,1989/09/24,F,2022-03-07,134.42
8457,jaCk DOe,1986/10/11,M,2020-03-25,70.15
#10843,PHILIP GREEN,1972/07/08,M,2022-05-21,11.54
4688,MARCIA CARTER,1974-12-07,F,2022/05/18,45.43
3069,miKe sMitH,1995-09-07,FEMALE,2021/03/21,81.25
#6904,melissa white,2005-06-26,F,2022/12/08,72.06
#9471,peter black,1999-11-19,F,2021/04/07,87.66
5055,ROBERT BLACK,1997-09-25,F,2022-10-12,191.16
#9875,ROBERT PRICE,1992/06/12,MALE,2020/12/28,18.40
10629,mOnICA TaYLOr,1979/12/20,FEMALE,2022-04-27,119.88
#7039,karen scott,1981-09-04,FEMALE,2022-11-18,129.60
#7870,JOSHUA CARTER,1983-04-12,MALE,2022-12-02,75.35
#6897,ANNA ray,1971-04-13,F,2021-12-27,25.62
8242,BRUNA KIM,1980/05/05,M,2022/03/21,76.07
6358,MOnICA cartER,1985-01-24,FEMALE,2022/11/19,79.97
#10837,JASON JOHNSON,1972/05/17,M,2020/05/27,14.50
5228,peter rocha,1981/06/19,MALE,2020/03/07,96.91
8178,JERRY PRICE,1972/07/24,F,2022-03-17,171.34
1365,DereK TayloR,1971/10/13,FEMALE,2021/07/19,105.79
#3371,ANNA KIM,1987/04/06,MALE,2023/03/15,190.91
2259,SARAH KIM,1979-04-01,F,2020-11-23,188.98
#2982,diana hall,1995/06/11,MALE,2021/02/17,101.80
#6493,RENAN GREEN,1977-05-29,F,2020/10/30,140.76
9797,renan perez,1980-01-17,MALE,2022/09/03,192.84
#3876,derek brown,1996/10/03,F,2023/10/10,95.46
4019,jack lee,1995-11-16,MALE,2023/08/11,56.20
9731,BRUNA DOE,1981-10-07,MALE,2022-10-07,77.03
#6289,PETER DOE,1972/05/04,MALE,2021/08/10,84.11
#5994,monica doe,1987-02-12,M,2020-12-28,152.00
#10315,JULIA BROWN,2001/03/18,MALE,2022/08/02,161.19
#2889,ReNan leE,2002/02/24,F,2021/09/25,21.52
#1585,clara smith,2003/05/03,M,2021-03-24,188.81
#9954,john baker,2004/12/25,FEMALE,2022/06/20,109.68
2709,mikE dAVIS,1993-04-22,MALE,2021/12/10,153.57
#1950,arthur davis,1996/03/11,F,2021/08/19,17.11
#4766,mike ray,1972/01/26,MALE,2020-10-12,39.03
2178,samantha doe,2003/09/04,M,2021-06-14,87.84
5438,derek rocha,1991-12-23,FEMALE,2021-09-23,44.12
9216,AMANDA THOMAS,1993/09/11,MALE,2020/07/08,155.59
#2482,jASon PrIcE,1998/06/03,FEMALE,2021-07-11,110.28
1624,SAmANtha pricE,2004-05-28,F,2020/01/25,118.48
#4473,MICHELLE LEE,1988-04-20,F,2021-04-29,109.31
7577,JOshUa CaRTER,2004/11/03,MALE,2021/05/17,168.74
#9067,jane baker,1977/09/11,F,2022/01/26,76.03
#3910,mIkE leE,1972-08-02,MALE,2021/02/23,10.62
#5704,melissa brown,1991-11-24,M,2021-12-26,124.72
#4793,philip ross,1990/02/01,M,2022-07-10,59.53
4676,bruna young,1981-09-19,FEMALE,2020/10/13,151.25
#1492,clara carter,1975-02-13,MALE,2022-05-12,160.78
#8869,anna smith,1998/03/07,M,2023-10-11,40.29
5020,JOHN CLARK,1989-10-10,M,2020-03-31,125.37
#10484,jason brown,1976-06-25,FEMALE,2022-09-22,196.34
10657,robert johnson,1976/06/21,F,2022-07-21,171.67
#10952,karen ross,1987-11-13,MALE,2020/08/07,82.99
6199,MONICA LEE,1988/07/09,F,2022-10-19,27.21
3765,jerry lee,1999-12-09,F,2020-03-23,23.89
5341,JASOn BlACk,1972-07-15,FEMALE,2020/01/25,153.46
5017,DIANA PEREZ,1985/04/03,FEMALE,2020/09/17,74.59
#5529,robert price,1970-11-27,F,2023-02-01,57.97
9350,JACK TAYLOR,1973/12/07,F,2020-09-07,174.02
7410,lisa doe,2001/11/12,MALE,2021-05-29,67.93
#8623,PETER YOUNG,1974-04-03,M,2022/08/10,196.21
10069,JERrY tAYlor,1987-08-23,FEMALE,2022-01-03,112.62
#1061,jasOn sMith,2002-11-26,F,2020/11/18,141.94
2939,renan white,1979/10/01,M,2020-12-01,58.52
7105,PETER BLACK,1975-07-11,MALE,2023-10-26,120.38
#10568,mELIsSa daVIS,2000/03/17,F,2022/06/15,148.34
#3791,robert price,1996/03/06,M,2020-08-26,26.68
#6144,mike black,2000-11-30,F,2021/12/08,21.43
5625,JASON LEE,2003-11-06,FEMALE,2021/08/22,84.07
1268,davID halL,2004/04/11,M,2020-12-13,179.13
3000,samantha ross,2000/01/28,F,2020-02-16,69.85
#6061,lISA BLACk,1979-11-18,M,2022-09-13,66.62
7023,jUlia sChmidT,1977-01-08,M,2022/01/16,82.31
7550,MARCIA ROSS,1995-01-17,M,2022-01-10,142.14
#5063,mike white,2003/07/23,M,2022-09-22,16.30
#8296,saMAnTHa perEZ,2001/02/22,FEMALE,2021/07/05,63.77
#9881,MIcHElLE kIm,1971-07-04,FEMALE,2020-08-04,41.84
#3496,ClarA hall,2000-01-27,F,2021-01-12,53.93
#2328,PHILIP DaViS,1976-12-23,FEMALE,2021/12/16,109.14
8846,amanda SchMidT,1973-02-01,FEMALE,2021/07/18,169.69
9576,JOHn Taylor,1991-03-21,M,2023-11-21,163.81
#4232,ROBERT TAYLOR,2001/06/06,F,2023-04-21,138.24
#5318,JOSHUA SMITH,1971/04/26,F,2020/11/29,65.35
#4672,michellE NguYEN,1994/04/15,MALE,2020-12-12,156.01
#8983,PETER DAVIS,1972/08/05,F,2021-04-15,140.39
#2632,renAn gREen,1986-09-21,MALE,2020/08/20,119.98
8207,AmAndA Ray,2001-03-29,M,2023-03-23,186.76
#5537,arthur white,2001-11-09,MALE,2023-03-17,50.42
#6207,MELISSA KIM,1995/02/05,M,2022/11/17,42.55
#2262,karen ross,2001-12-06,FEMALE,2022-03-15,143.51
#9656,SarAh yoUng,1979/07/21,MALE,2020-04-22,37.42
8606,MonICA KIM,2000-09-20,MALE,2020-05-20,183.62
10182,DIANA HALL,1981/08/10,M,2020/07/30,143.81
#4744,JERRY SCHMIDT,1995-07-10,FEMALE,2023/08/12,151.11
5043,JULIA BLACK,1982-03-08,FEMALE,2020/08/06,166.40
10549,jack kim,1970/11/08,FEMALE,2022/04/13,191.93
#6537,JACK LEE,1977/09/27,MALE,2023-12-12,53.51
#6675,amanda HalL,1979-05-11,F,2023/03/28,122.40
5592,marcia green,1975/01/16,F,2021-09-30,76.68
3023,MONICA HUGHES,1971-07-23,M,2023-11-11,157.29
3280,sarah perez,2000-12-20,MALE,2021-12-26,40.26
1117,maRcIa lEE,2003/06/13,MALE,2021/11/29,185.34
#4309,maRCiA WiLsOn,1999-09-17,M,2022-07-11,160.21
#2403,bruna johnson,1973/07/10,MALE,2021-07-22,15.10
4205,anna perez,1998-07-30,M,2022/09/02,40.23
#5160,SARAH nGUYen,2000-07-01,F,2021-11-05,121.13
#6624,ANNA pRiCe,1992-10-07,MALE,2022-08-31,196.12
1710,peter baker,1982/06/08,FEMALE,2022-12-06,151.04
#7900,JASON THOMAS,2002-02-16,MALE,2020-06-24,48.50
#7740,jane smith,1977-07-30,M,2023/07/04,27.04
#10579,MICHELLE DOE,1993/08/23,F,2022-01-08,172.48
#1200,EMILY LEE,1995-05-07,MALE,2023/09/24,44.81
8570,EmIly WHItE,1970-09-12,MALE,2021-10-27,138.23
5275,renan green,1998/06/17,F,2020/10/03,97.63
#10203,PhIlip PEreZ,2002-05-13,F,2020/10/01,103.63
6140,DAVID CARTER,1986/11/07,MALE,2020/05/22,186.50
5143,jane dOE,1977-03-07,FEMALE,2023-02-24,140.40
9594,robert brown,2003-11-02,M,2021-05-26,44.61
#3678,melissa pereira,1991/01/07,FEMALE,2023-11-14,163.77
#4254,monica davis,1979/09/13,F,2020/11/09,19.10
#10091,JASON LEE,2000-06-01,M,2022/12/13,31.36
1845,JulIA cLaRk,2005/01/12,FEMALE,2021-04-15,87.29
#2094,emily ross,1978/09/14,M,2020/11/30,177.44
#2132,AMANDA RAY,1978/07/04,M,2023-12-05,110.24
2434,MONICA CARTER,2005/04/26,FEMALE,2022-10-11,12.53
#5806,JASON GREEN,1975-03-11,M,2022/04/12,64.19
10282,MARCIA PEREZ,1995-02-23,MALE,2022/04/02,58.38
#4101,PHILIP SCHMIDT,2002-06-22,FEMALE,2022-02-07,187.22
4126,ANNA ROCHA,2002/07/15,M,2023/01/09,63.70
4515,MIChelLe TaYLOR,1999/03/13,F,2022-01-09,63.55
10299,miCHelle ClArK,1990/11/27,FEMALE,2022-03-28,103.67
#5270,samantha nguyen,1991-07-19,F,2023-04-16,29.55
