order_id,customer_name,customer_dob,customer_gender,order_date,order_cost,payment_method
#8956,robert martins,1988-09-30,F,2020/11/17,146.07,PIX
7940,pHiLip THOmas,1973-07-20,F,2021/12/24,168.10,CASH
3806,melissa davis,1982/07/02,MALE,2023/01/18,110.69,DEBIT_CARD
#9149,derek green,1984-06-29,F,2021/04/06,199.53,ONLINE_PAYMENT
#8403,JULIA MARTINS,1989/10/16,M,2023/05/08,15.38,CASH
#2483,ARTHUR JOHNSON,1971/08/05,M,2022-03-24,24.21,CREDIT_CARD
8131,monIca taylOR,1999/06/11,M,2020-09-06,134.04,CASH
#2206,JAsOn ROSs,1999-01-05,M,2022-08-19,78.69,ONLINE_PAYMENT
#6840,mIchELLE gReEN,1988/06/23,F,2022-10-02,83.31,CREDIT_CARD
#4819,SARAH THOMAS,2001-06-11,FEMALE,2021-07-26,119.87,CASH
9219,MIKE THOMAS,1993/12/29,M,2023-07-11,60.95,PIX
#4762,dIaNa RoChA,1998/11/28,F,2021-01-05,40.76,ONLINE_PAYMENT
6845,phILIp ThOmAs,1974-10-18,F,2022-07-04,101.26,CASH
#10624,PETER WHITE,1978/05/03,FEMALE,2022/07/06,141.04,CASH
4977,MIKE ROCHA,1985-04-29,F,2020-03-10,66.82,DEBIT_CARD
#5669,SAMANTHA JOHNSON,1998-01-20,F,2021/10/03,42.26,ONLINE_PAYMENT
#8248,ANNA SMITH,1993-03-26,M,2023/01/09,157.58,ONLINE_PAYMENT
#3669,KAREN WILSON,1982/11/04,FEMALE,2021-09-25,99.70,ONLINE_PAYMENT
10058,MONICA BLACK,2003-07-24,FEMALE,2021/08/27,86.34,CREDIT_CARD
#5420,cLArA wiLSoN,1979/10/07,MALE,2022-07-29,12.65,ONLINE_PAYMENT
2384,bruna black,1984-09-25,MALE,2022-01-29,196.85,ONLINE_PAYMENT
#1064,jane davis,1999-04-09,MALE,2021/01/11,21.16,DEBIT_CARD
#3630,ARTHUR ROSS,1974/08/31,FEMALE,2023-03-24,44.72,ONLINE_PAYMENT
8521,MONICA NGUYEN,1983/04/05,FEMALE,2022-01-08,175.30,PIX
#10297,maRcIA yoUNG,1981-04-04,F,2023-01-21,43.93,PIX
8606,Jason SCHMIDT,1998-09-11,MALE,2020/09/04,146.90,DEBIT_CARD
10249,derek green,1977/05/20,FEMALE,2021/01/21,184.70,ONLINE_PAYMENT
1837,REnan pEREira,1991/08/31,M,2021/02/02,165.54,CREDIT_CARD
5366,KAREN BROWN,1996-09-09,MALE,2022-01-29,23.92,PIX
#4435,juliA bAKeR,1988-01-22,MALE,2020/09/08,80.92,CREDIT_CARD
4274,joHn WilsoN,2000/06/20,MALE,2021/02/22,155.68,CASH
3529,BRUNA SCOTT,1973-10-11,M,2020/08/24,52.10,CASH
9877,aRTHuR hALl,1985/11/30,M,2022/10/28,45.30,PIX
1607,jERRY JOHnSOn,2004-03-18,MALE,2023-12-14,167.61,DEBIT_CARD
9487,philip carter,2000-08-13,M,2021-09-14,63.63,ONLINE_PAYMENT
#5389,EMILY ROSS,1999/12/22,FEMALE,2023-10-04,87.28,PIX
#7320,MicHeLlE Hall,1979/11/09,FEMALE,2022/10/17,173.19,DEBIT_CARD
6901,JANE PEREZ,1996-12-14,FEMALE,2021-12-16,171.71,DEBIT_CARD
#6249,sAmaNtha doE,1979/07/03,F,2021-04-16,99.88,ONLINE_PAYMENT
#7465,RENAN LEE,1975-01-24,MALE,2021/05/07,162.40,CREDIT_CARD
7940,joshua hughes,2002/05/01,FEMALE,2021/07/22,172.61,ONLINE_PAYMENT
6318,MIKE LEE,1980/09/09,MALE,2023-12-18,38.85,ONLINE_PAYMENT
9804,MICHELLE TAYLOR,1978/12/10,F,2022-11-30,190.34,DEBIT_CARD
#3544,bruna pereira,1986-11-20,FEMALE,2023/02/02,72.25,CASH
10707,DAVID WHITE,1998/02/13,M,2020/02/01,23.11,ONLINE_PAYMENT
#3192,JASON LEE,1979/05/14,M,2020/05/31,197.91,DEBIT_CARD
3539,joshua nguyen,1979/05/27,M,2021-12-26,146.52,DEBIT_CARD
1256,monicA ROCHa,1984/09/16,M,2020/06/05,106.22,ONLINE_PAYMENT
#8257,ARTHUR BAKER,1986-09-10,M,2023-10-26,19.45,CASH
#2861,DAVID THOMAS,1972/06/05,M,2022-08-19,78.69,CREDIT_CARD
#8964,MICHELLE PRICE,1977-04-24,M,2022/10/12,185.87,PIX
#10802,DAVID WILSON,2001/07/07,M,2020/12/13,27.23,CASH
5959,PETER SCOTT,2001-05-05,FEMALE,2022-02-06,137.75,CREDIT_CARD
2868,EMILY GREEN,1986/06/02,MALE,2022-01-25,53.55,DEBIT_CARD
#1565,jane rocha,1970-10-18,MALE,2022/08/05,72.93,CASH
10101,diana ross,1992-01-18,MALE,2021/05/26,13.33,DEBIT_CARD
7655,philip taylor,2002/04/27,M,2020-02-06,96.29,ONLINE_PAYMENT
#4992,jOShUA BLAck,1972/02/22,FEMALE,2021/10/23,100.55,DEBIT_CARD
#6201,jane lee,1975-01-03,F,2021-09-14,104.84,PIX
7020,JanE Baker,1973/07/02,FEMALE,2022-12-05,31.68,ONLINE_PAYMENT
6044,JANE SMITH,1984-06-16,MALE,2022-01-30,156.17,DEBIT_CARD
#8413,petEr hALl,1983-01-22,FEMALE,2020/09/04,72.21,CASH
4775,JANE NGUYEN,1994/08/21,M,2023-10-16,199.52,PIX
10962,CLARa halL,1987/12/22,M,2020-01-31,175.45,CREDIT_CARD
#4136,MELISSA HALL,2004-04-28,F,2020-08-23,187.67,DEBIT_CARD
7538,jason carter,1985/01/17,M,2023-05-28,43.49,CREDIT_CARD
1171,SAMANTHA SMITH,1999-04-20,F,2023/09/23,104.88,ONLINE_PAYMENT
#1736,MONICA GREEN,1993/05/13,MALE,2021-01-27,25.98,ONLINE_PAYMENT
10072,diaNA BRown,1985/05/17,M,2021-04-06,195.11,CASH
#1177,CLARa MArtIns,1995/09/09,MALE,2022-07-11,57.38,CREDIT_CARD
#7859,mike hall,2003/07/14,FEMALE,2023-06-20,129.87,DEBIT_CARD
#5883,julia scott,1979-05-07,F,2022/04/21,145.44,PIX
#8239,KAReN bAkER,1976/06/30,M,2023-04-12,26.72,CASH
#9472,pHiLIP perEira,1991/09/14,FEMALE,2023/10/07,24.49,PIX
#1925,cLARA HuGHeS,2005-01-17,M,2023/01/25,76.72,CASH
#8497,jerry sMiTH,1974-06-28,F,2023/04/14,123.44,PIX
2573,sArah ROSS,1990-02-15,F,2022-07-26,138.51,DEBIT_CARD
#5290,JOshuA NguYeN,2000/06/12,FEMALE,2021/04/03,128.55,CASH
#3518,MONICA BAKER,1993/03/18,M,2022/12/02,78.36,CREDIT_CARD
#4587,jerry schmidt,1992/12/22,MALE,2021/12/23,135.70,DEBIT_CARD
#5930,marcia johnson,1978-08-31,M,2020-10-06,11.00,CASH
10059,clara price,1983/05/29,MALE,2021/10/24,157.96,ONLINE_PAYMENT
#8670,renan white,1976-12-29,MALE,2023-01-12,135.18,PIX
#5551,CLARA WILSON,1993-03-01,MALE,2021/08/23,18.20,CREDIT_CARD
3056,diana green,1977-08-02,F,2021-10-24,47.70,PIX
2769,jane schmidt,1984-06-11,FEMALE,2023/01/02,178.35,ONLINE_PAYMENT
#1339,mIchelLE baKER,1996-09-04,MALE,2022/05/03,175.68,CASH
8125,samantha hughes,1999-12-21,F,2023/07/25,36.37,ONLINE_PAYMENT
#4096,robert pereira,1987/09/18,M,2021/10/27,106.34,DEBIT_CARD
#2063,lisa pRicE,1976-04-29,F,2023-04-02,55.32,CREDIT_CARD
#1262,DIANA DAVIS,2000/04/19,FEMALE,2021/07/31,173.05,ONLINE_PAYMENT
5603,SARAH PEREIRA,1973/12/30,FEMALE,2020/12/31,194.73,DEBIT_CARD
1400,MICHELLE BROWN,1971/11/15,FEMALE,2022/10/11,28.15,CREDIT_CARD
1580,EMILY RAY,2003/01/01,F,2021/12/25,104.68,CREDIT_CARD
#3565,SAMANTHA MARTINS,1975-03-16,MALE,2023-01-06,71.10,PIX
#8817,MaRCiA SCHmiDT,1974-08-23,FEMALE,2021/11/05,13.55,PIX
7487,DEREK DOE,1975/01/13,M,2020-05-08,100.63,DEBIT_CARD
#7715,anna davis,2000/04/13,FEMALE,2021/04/26,118.94,CREDIT_CARD
#7069,jOhN bLaCK,1982/02/27,MALE,2021-05-11,27.28,DEBIT_CARD
10341,jason lee,2002/06/04,F,2023/04/23,151.05,ONLINE_PAYMENT
#8029,JANE BLACK,1971-01-29,F,2020-07-14,145.63,DEBIT_CARD
1549,BRUNA JOHNSON,1986-01-10,MALE,2021-11-14,83.83,ONLINE_PAYMENT
8850,MICHELLE WILSON,1973-08-10,FEMALE,2020-12-25,81.95,CASH
#5906,AMaNDa yOUNg,1977/05/28,F,2020-09-04,25.58,ONLINE_PAYMENT
3366,peteR sMiTh,1987-08-07,F,2022/07/12,123.68,ONLINE_PAYMENT
#6966,BRUNA KIM,1973-10-31,FEMALE,2022-04-24,123.49,DEBIT_CARD
9306,derek thomas,1998-06-08,M,2023/05/06,86.21,CASH
#9342,samantha green,2002-09-02,FEMALE,2020/01/29,14.15,CREDIT_CARD
#4533,AMANDA ROCHA,1976-07-14,MALE,2021/07/28,174.35,PIX
#6843,arthur thomas,1981/07/24,M,2022-04-05,42.84,CASH
3465,MELISSA NGUYEN,1971-01-01,F,2020-09-22,109.47,CASH
8782,philip schmidt,1992/07/16,FEMALE,2021/08/23,66.61,CASH
9922,sarah scott,2002/12/04,MALE,2021-10-06,40.87,ONLINE_PAYMENT
8523,miCheLLe caRtER,1971/05/04,FEMALE,2022/12/03,27.57,ONLINE_PAYMENT
#3321,melissa brown,1986/11/16,M,2020-02-02,56.91,DEBIT_CARD
7426,JULIA SCOTT,1993/10/25,F,2023-02-21,84.82,CREDIT_CARD
7232,mike clark,1982-07-22,M,2022/03/05,74.06,ONLINE_PAYMENT
#1689,renan davis,2001-03-22,F,2020-08-06,150.80,PIX
9763,JULIA NGUYEN,2001/08/24,MALE,2023-08-31,119.02,PIX
#2829,philip davis,1982/09/30,MALE,2020/03/18,72.59,CASH
#1698,derek nguyen,1971-04-01,M,2020-04-02,82.88,CASH
#5289,johN SChMIdT,1972/04/01,MALE,2020-07-31,122.81,DEBIT_CARD
#4978,diana thomas,1993-06-26,MALE,2020-05-12,193.60,DEBIT_CARD
#5738,JERRY SMITH,1996-04-28,F,2020/09/09,182.50,CREDIT_CARD
#10583,MIKE SCHMIDT,1999/03/13,FEMALE,2022/07/24,18.55,DEBIT_CARD
#5426,LISA KIM,1982-04-26,F,2020-03-13,41.98,CASH
7524,ArThur PriCe,1976/10/13,FEMALE,2021-06-26,171.35,DEBIT_CARD
#1136,MARCIA HaLl,1987/09/09,FEMALE,2021/09/11,70.03,ONLINE_PAYMENT
#2848,AMANDA DAVIS,1990/06/18,FEMALE,2020/08/21,49.00,CREDIT_CARD
5730,JOSHUA CLARK,1992-05-02,FEMALE,2020/06/26,76.52,ONLINE_PAYMENT
9676,lisa pereira,1972-03-27,MALE,2020-02-12,33.25,DEBIT_CARD
#6987,melissa price,1982-10-17,FEMALE,2020-09-01,156.18,ONLINE_PAYMENT
5634,clara scott,1994/08/23,F,2022/05/15,115.44,DEBIT_CARD
#9521,derek thomas,1985-05-24,MALE,2021/11/30,95.11,PIX
#7527,AmAnDa cARteR,1995-02-16,F,2022-08-23,30.96,DEBIT_CARD
6857,JACK JOhNsoN,1994-07-06,FEMALE,2021-02-14,176.79,ONLINE_PAYMENT
7429,jerry NGuyen,1992/10/21,M,2020/05/18,184.32,CASH
4323,joshuA SmiTh,1993/10/07,FEMALE,2021-05-23,108.49,PIX
#6653,david brown,1975/02/02,MALE,2021-11-18,192.05,CREDIT_CARD
5910,marcia white,1977/04/16,FEMALE,2022/03/29,144.44,CASH
2565,jason clark,1992-08-15,F,2021/02/07,47.01,CASH
6842,JACK Martins,1992/04/29,FEMALE,2023-07-14,121.45,PIX
#9434,SaMantHA WilSOn,1980/05/26,F,2020-12-08,187.75,CASH
#8444,renaN NgUyEn,2001/02/16,M,2021/06/27,41.34,PIX
#6399,jane johnson,2005-12-10,F,2022/10/04,169.36,ONLINE_PAYMENT
#7201,JUlIa thOMAS,1985-03-23,FEMALE,2022/03/27,167.81,CASH
#3762,ARTHUr LEE,2003-09-05,FEMALE,2021/12/29,135.34,PIX
2569,ANNA CARTER,1972/12/26,M,2021/06/23,196.17,DEBIT_CARD
8795,JULIA PEREIRA,2004/12/09,F,2022/06/26,62.37,CASH
#7120,monica kim,2003/12/23,MALE,2022/04/26,26.05,PIX
8089,RENAN NGUYEN,1990/01/16,M,2023-04-25,172.76,DEBIT_CARD
#3610,ROBERT JOHNSON,1972/03/30,F,2022/12/06,199.25,DEBIT_CARD
7730,renan baker,2000-01-17,F,2022-12-06,145.41,CREDIT_CARD
1822,JANE ROCHA,1981-08-06,MALE,2023-07-08,159.36,DEBIT_CARD
#2012,jack lee,1973/09/17,FEMALE,2021/12/29,96.28,DEBIT_CARD
#8294,RobErt ClARK,1998-07-13,FEMALE,2023/10/31,13.37,CREDIT_CARD
10916,CLARA CARTER,1991/10/24,M,2022-09-11,141.81,PIX
#8578,JANE dAVis,1986-04-24,MALE,2023-11-13,81.38,DEBIT_CARD
#3162,JERRY JOHNSON,2004/04/09,F,2023/07/19,161.25,DEBIT_CARD
10430,JULIA ROSS,1972/02/18,FEMALE,2022-08-21,105.89,ONLINE_PAYMENT
10866,bruna young,1998/03/03,FEMALE,2020/12/17,64.04,CASH
#1058,emily hughes,1994-09-17,MALE,2023-10-02,129.93,PIX
#8334,jaCK nGuyeN,1978-04-21,F,2023-01-11,112.51,ONLINE_PAYMENT
4790,EmILy LEe,1995-01-14,FEMALE,2021/10/19,17.53,CREDIT_CARD
#5846,mike pereira,1996/07/15,M,2020/09/12,86.05,CREDIT_CARD
8374,SAMANTHA SMITH,1970-07-01,F,2021/10/17,43.11,CASH
#9487,DEREK SCOTT,1971/07/04,M,2023-11-27,176.19,DEBIT_CARD
6464,melissa thomas,1998/02/03,MALE,2021/03/11,38.32,DEBIT_CARD
5119,MICHELLE WILSON,2004-01-13,FEMALE,2020-09-30,155.51,PIX
#5865,saraH KiM,1974/10/31,M,2022-12-04,103.96,ONLINE_PAYMENT
3908,mARcIA thOMAs,1984/11/24,F,2023-11-01,158.67,ONLINE_PAYMENT
1799,MELISSA YOUNG,1999/06/19,F,2020-10-01,69.59,CREDIT_CARD
#2478,DAVID SMITH,1996/05/18,MALE,2022-03-06,150.82,PIX
#1011,MIKE JOHNSON,1982-10-26,MALE,2021/05/21,174.47,ONLINE_PAYMENT
4805,anna taylor,1984/06/25,FEMALE,2023/01/20,44.04,PIX
5216,derek smith,1988-07-05,MALE,2022-08-05,63.78,ONLINE_PAYMENT
#6911,PETER RAY,1990-01-26,F,2022-03-27,65.81,CREDIT_CARD
#10461,ARTHUR YOUNG,1975-04-01,FEMALE,2021-09-29,98.40,PIX
#7984,LISA GREEN,1976/08/04,MALE,2020/04/06,138.59,ONLINE_PAYMENT
#5796,jAsON TayLor,1970/10/27,M,2023-11-22,107.49,ONLINE_PAYMENT
1691,SARah Davis,1971-05-02,MALE,2020/02/02,170.37,CREDIT_CARD
1280,PhIliP SCHMIDT,1980-01-19,MALE,2023-07-22,165.38,ONLINE_PAYMENT
10178,clara davis,1981-01-12,MALE,2023-02-03,23.98,CASH
5353,JOSHUA CLARK,1992-10-15,M,2022-11-25,70.46,PIX
#9333,jack hall,1995-04-16,MALE,2020-06-07,63.69,CREDIT_CARD
5773,jerry hughes,1971-06-13,M,2022-03-11,68.02,PIX
#7534,jason johnson,2002/11/29,M,2021/03/12,162.57,ONLINE_PAYMENT
9185,bruna thomas,1995-10-13,F,2020-04-12,22.51,CASH
#10331,EMILY NGUYEN,1999-10-25,M,2021-02-19,72.10,CREDIT_CARD
8401,AMANDA PEREZ,1995/05/25,MALE,2022-04-10,180.47,PIX
#8776,JANE DOE,1977-01-27,MALE,2023-05-10,51.35,ONLINE_PAYMENT
1088,dIANA pEReZ,1987-02-28,MALE,2022/04/25,175.92,CREDIT_CARD
#7401,DIANA YOUNG,1975-04-29,F,2021/01/21,143.56,ONLINE_PAYMENT
#8764,JaSON green,1987/02/07,M,2021-01-21,125.89,ONLINE_PAYMENT
#1385,mike BlacK,1990/02/22,MALE,2023-07-20,32.43,CASH
#9261,bRUnA GreEN,1974/11/08,M,2022/10/21,141.27,CASH
5241,ANnA schmIdt,1974/09/30,MALE,2022-07-22,114.54,PIX
2547,DIANA kiM,1975-08-04,MALE,2020-01-10,11.70,ONLINE_PAYMENT
2051,renan hughes,1998-03-09,F,2020/06/02,161.42,CREDIT_CARD
#2366,MARciA ray,1978/08/15,FEMALE,2021-03-09,108.22,ONLINE_PAYMENT
#8435,JAcK BrOwN,1972/03/07,F,2020/04/13,54.81,PIX
#3364,JaSOn kIM,1991-11-01,M,2021/07/08,151.81,ONLINE_PAYMENT
#3064,marcia hughes,1997-09-21,FEMALE,2023/09/03,125.85,ONLINE_PAYMENT
4821,MARCIA DAVIS,1992-11-11,M,2021/05/25,22.26,CREDIT_CARD
2383,amanda perez,1997/06/17,M,2021/06/18,41.43,CASH
6387,SARAH SMITH,1977-05-02,MALE,2023-11-18,27.01,PIX
#8296,ANNA GREEN,1996-01-12,F,2022-01-19,121.24,ONLINE_PAYMENT
6528,mike pereira,1997-03-25,FEMALE,2021/12/26,177.61,PIX
#1899,JOhN hUgHES,1999-05-10,F,2020/03/19,31.47,CREDIT_CARD
#9665,bruna brown,1989/08/11,MALE,2020-09-11,74.38,CREDIT_CARD
#1083,PHILIP CARTER,1997-05-02,MALE,2021-02-13,21.42,DEBIT_CARD
3843,MARCIA BAKER,1989-04-26,M,2023/07/22,37.42,ONLINE_PAYMENT
8375,PHILIP LEE,2000/11/15,MALE,2023/04/01,116.93,DEBIT_CARD
#8208,mike thomas,1999-07-05,MALE,2023/10/01,147.25,CREDIT_CARD
#1802,SAmAnTha lEe,1993-01-01,M,2022-08-19,120.29,PIX
#7705,jack wilson,2004/10/09,FEMALE,2022-05-15,162.54,ONLINE_PAYMENT
#4675,BRuNa nguyEn,1984/04/05,F,2021-12-20,152.77,PIX
4469,JosHuA Hall,1972/02/23,FEMALE,2023/10/12,31.81,ONLINE_PAYMENT
3077,philip perez,1995-02-19,FEMALE,2023-04-03,172.33,PIX
#2724,karen lee,1983/01/03,FEMALE,2022/01/19,88.74,CASH
#5447,joshua lee,1973-03-14,FEMALE,2023/01/12,85.14,DEBIT_CARD
#1839,JanE PErEZ,1975-03-23,M,2020/10/27,94.87,CASH
#3937,JASON ROCHA,1980/09/27,MALE,2021-05-09,178.05,DEBIT_CARD
#6630,JANE HUGHES,1976/08/24,F,2020/11/26,38.74,ONLINE_PAYMENT
3399,john scott,1979-07-25,F,2022-12-11,70.85,PIX
6118,samantha ross,1982/08/15,M,2021-09-08,39.86,CASH
1036,rOberT youNG,1979/08/08,MALE,2020-08-04,86.85,ONLINE_PAYMENT
#4506,ROBERT RAY,1994-01-02,F,2022/08/30,119.75,ONLINE_PAYMENT
#3176,MONICA DAVIS,1982/01/12,M,2022/06/18,79.01,DEBIT_CARD
#7736,anNa raY,2005/06/16,FEMALE,2023/04/12,39.21,CASH
#8182,john ROcha,1974-08-21,M,2020/01/30,153.26,ONLINE_PAYMENT
#3666,SaRAh sCHmIDt,1979/06/21,MALE,2022-06-19,80.04,CASH
6616,KAREN JOHNSON,1984/06/29,MALE,2023/05/18,104.96,CASH
10561,karen ross,1997/08/23,MALE,2023/03/25,106.00,DEBIT_CARD
#4040,joshua rocha,1979/02/23,MALE,2020/09/25,51.36,ONLINE_PAYMENT
9791,monica taylor,1993/11/25,FEMALE,2022/01/06,132.99,ONLINE_PAYMENT
#9917,philip ross,1979/05/16,F,2022-03-14,185.61,DEBIT_CARD
2838,saManthA davis,1995/11/30,MALE,2021-03-21,52.03,ONLINE_PAYMENT
6089,mike ray,1970/05/09,MALE,2021-04-01,78.44,CASH
7333,julia cLARk,1979/05/03,FEMALE,2023/08/24,199.42,CREDIT_CARD
10306,ARTHUR RAY,2004/10/08,F,2022/04/29,108.27,PIX
1316,renan green,1979/06/07,F,2023-04-01,81.73,CASH
#1032,JoshuA smith,1991-02-12,MALE,2021/08/04,180.84,CREDIT_CARD
#2386,bruna price,1993-07-11,M,2021/03/08,80.78,ONLINE_PAYMENT
#7678,JOSHUA JOHNSON,1997-01-18,F,2022-02-08,143.23,DEBIT_CARD
2493,renan schmidt,2002-06-17,MALE,2021-08-20,26.67,PIX
10557,KAREN WHITE,1995-07-28,F,2021/10/30,99.13,ONLINE_PAYMENT
8771,melissa perez,1997/09/26,FEMALE,2022-10-29,132.89,PIX
#5026,kaReN sCoTt,1993/03/02,FEMALE,2022-06-26,119.50,CREDIT_CARD
#8598,monica price,2005-04-06,MALE,2022/07/25,36.93,ONLINE_PAYMENT
#5210,michelle schmidt,1985-07-15,FEMALE,2020/07/08,102.77,CASH
#5062,EMILY DAVIS,1992/08/16,FEMALE,2022-08-09,92.61,CREDIT_CARD
10089,PETER WILSON,1985-07-25,FEMALE,2022-08-14,59.32,CASH
#7265,marcia doe,1981-06-24,MALE,2021/03/08,140.94,DEBIT_CARD
#7248,jason price,2004/05/06,M,2020-05-24,65.73,CREDIT_CARD
#4270,JACK JOHNSON,1998/06/27,FEMALE,2022-09-10,39.70,PIX
2098,CLARA WILSON,1980-04-23,FEMALE,2021/01/30,125.25,ONLINE_PAYMENT
#3254,annA ScHMIDt,1997/05/04,FEMALE,2021/03/24,92.31,CASH
8320,maRCia DavIS,1982-09-12,MALE,2023-12-16,14.79,PIX
#3481,LISA KIM,2005-03-23,M,2020/09/16,27.04,CREDIT_CARD
9462,monica rocha,2004/03/22,F,2021/02/21,161.22,ONLINE_PAYMENT
#7532,lisa white,1987/07/30,F,2023/10/22,57.68,ONLINE_PAYMENT
9297,MoNIcA DAViS,1998/02/08,F,2021-07-26,88.67,DEBIT_CARD
#2323,samantha perez,1991/05/09,MALE,2021/03/09,186.81,ONLINE_PAYMENT
1255,PHILIP BLACK,1995-02-21,MALE,2021/09/11,156.85,CASH
4704,jaSoN Young,1995/06/15,FEMALE,2021/12/02,61.20,DEBIT_CARD
#7130,KarEN ScHMiDT,1970/11/22,M,2021/06/19,30.25,CREDIT_CARD
#7563,ROBERT KIM,1997-11-29,FEMALE,2022-09-06,129.19,CASH
#6180,MONICA PRICE,1984-03-01,FEMALE,2022-11-08,109.81,PIX
1353,SARAH HUGHES,1972-09-27,MALE,2022-07-21,155.94,DEBIT_CARD
7863,SARAH YOUNG,1989-09-06,MALE,2020/04/19,120.37,CASH
#10084,LIsA wilsON,1971-05-11,FEMALE,2021/11/07,20.54,CREDIT_CARD
#7847,derek schmidt,1975/05/08,MALE,2022-04-05,22.13,CASH
#1720,DIana wHITE,1984-07-22,MALE,2021-10-02,157.97,ONLINE_PAYMENT
#2306,daViD PEREIRa,1988-10-08,F,2020-12-15,88.76,ONLINE_PAYMENT
#2758,jErrY leE,1985-09-05,F,2023/06/20,10.48,PIX
#3006,jOShuA PereIra,1999/08/09,MALE,2021-02-16,74.57,CASH
#8226,jason hughes,1979-02-10,FEMALE,2023-07-16,54.73,CASH
#8664,MIcHelle lEE,1981-05-31,M,2023/06/26,148.91,DEBIT_CARD
#5063,derek young,1999/07/08,F,2020/06/17,84.20,DEBIT_CARD
#8424,marcia perez,2005-07-03,F,2021-03-09,41.72,ONLINE_PAYMENT
#4709,philip johnson,1973/09/20,M,2022-02-10,142.35,CASH
#9789,JACK ROSS,1977-07-17,MALE,2023-09-05,34.00,ONLINE_PAYMENT
4223,daViD ScOTT,1978/09/12,F,2022/10/29,63.92,CASH
#1247,clARA ray,1973-02-27,FEMALE,2021-02-02,164.78,CREDIT_CARD
#7502,julia johnson,2005/01/18,MALE,2021/05/18,80.01,CREDIT_CARD
4992,EMILY GREEN,1985/07/01,FEMALE,2022/09/28,48.47,ONLINE_PAYMENT
1984,anna smith,1971-01-09,FEMALE,2020-11-02,59.60,ONLINE_PAYMENT
5617,jack davis,1996/12/25,FEMALE,2022-12-26,41.67,PIX
8308,marcia clark,1977-03-27,F,2023-09-18,100.24,ONLINE_PAYMENT
#1884,mIKE YoUNg,1993/02/12,M,2021-04-02,155.78,CREDIT_CARD
1034,CLARA SCHMIDT,1998-08-05,MALE,2020/06/27,184.75,CASH
7677,MELISSA THOMAS,1978-03-12,MALE,2023/08/21,93.99,CREDIT_CARD
5590,samantha thomas,1982-12-23,FEMALE,2021/12/08,64.50,DEBIT_CARD
#10756,SAMANTHA ROCHA,1993-01-21,MALE,2021-06-11,95.62,CASH
#9435,emily kim,1982/05/19,FEMALE,2021-08-27,79.80,PIX
#8620,ANNA MARTINS,1986-04-11,M,2023/02/21,119.50,ONLINE_PAYMENT
1303,JOSHUA SCOTT,2002/03/09,M,2023-08-14,121.48,PIX
8733,BRUNA PEREZ,1998/11/16,FEMALE,2023/04/08,135.87,CASH
7185,moNICA BRowN,2000/02/11,F,2022-03-10,84.88,PIX
8095,MARCIA CLARK,1976/05/07,F,2020/12/02,15.00,CASH
6259,JoHN TayloR,1996-01-04,MALE,2023-01-19,24.33,DEBIT_CARD
7560,john johnson,1973-10-16,F,2022/07/26,82.92,CASH
#4935,AnnA YOuNG,1976/05/16,MALE,2022/12/03,133.08,ONLINE_PAYMENT
7489,john hall,1987/02/16,MALE,2023/02/16,128.06,ONLINE_PAYMENT
3213,MIkE LeE,1982-08-17,M,2022/06/23,34.94,CREDIT_CARD
6592,philip white,1997-06-06,F,2022-03-30,77.41,DEBIT_CARD
#6515,david martins,1977/01/17,FEMALE,2020/02/09,37.07,ONLINE_PAYMENT
3119,dianA sCott,1974-04-19,M,2022/07/10,15.96,ONLINE_PAYMENT
4518,MeLIssa pErEirA,1978/09/20,FEMALE,2023-05-24,123.75,CREDIT_CARD
#5927,julia davis,1990/02/01,M,2021-02-12,127.54,PIX
1160,artHur dAviS,1993-07-05,M,2023/09/21,143.02,ONLINE_PAYMENT
#1857,john NGuYEN,1990/02/18,M,2020/03/05,196.74,CREDIT_CARD
#2385,philip hughes,1981-08-28,M,2021/02/23,147.51,CASH
8293,melissa wilson,1980-03-26,M,2023/12/07,87.79,CASH
7195,ROBERT HALL,1977-07-31,M,2023-05-10,87.00,CASH
2811,samantha lee,1972/01/13,MALE,2020-07-27,185.01,DEBIT_CARD
1773,jerry hall,1985/08/30,FEMALE,2020/01/17,73.44,DEBIT_CARD
3560,MICHELLE LEE,1986-05-08,FEMALE,2023/12/18,123.09,CASH
#4302,michelle young,1971/07/23,F,2021-09-19,137.40,CASH
6348,JoSHUa JoHNsoN,1992/12/14,F,2021-03-26,170.63,CREDIT_CARD
#10124,SAMANTHA GREEN,2004-10-18,M,2021/01/01,143.55,CASH
#7730,RoBERt Hall,2004/04/07,FEMALE,2020-12-25,124.20,CREDIT_CARD
#9167,clara davis,1974/07/15,F,2023-01-27,146.22,PIX
8858,jack ross,1973-12-04,F,2020/12/28,198.02,DEBIT_CARD
#2247,mONiCa DavIS,1998/05/05,F,2022/03/21,77.46,CASH
#6409,BRUNA PEREZ,1987-05-30,M,2023-03-30,94.35,CREDIT_CARD
#7663,DEREK BLACK,1993/03/27,FEMALE,2020/09/26,193.99,DEBIT_CARD
5332,MICHELLe johnSOn,2001/10/06,F,2022/09/17,47.32,CASH
#1433,JERRY TAYLOR,1983-09-27,M,2022-05-22,88.00,DEBIT_CARD
2964,pETer TAyLor,1995-04-02,FEMALE,2020/09/10,36.17,DEBIT_CARD
#10960,DIANA WHITE,1971/09/28,F,2023-07-28,173.36,CREDIT_CARD
#7414,DAVID PErEIrA,1993/06/28,MALE,2023-06-16,151.39,DEBIT_CARD
